0	-54.4,      2.57681974534503
1	-53.1,      1.64012194668567
2	-51.9365079365079,      2.85007945237631
3	-47.1176470588235,      3.51270555925497
5	-44.2307692307692,      17.7662335134501
6	-46.4545454545455,      21.724990370805
8	-52.5,      2.02072594216369
9	-51.2352941176471,      3.94117647058824
